motif_id,Odds_Ratio,P_Value,Foreground_Count,Background_Count,Adj_P_Value,motif_alt_id
MA1382.2,1.0108373536236577,0.9541011499743014,157,145,1.0,FAR1
MA1383.2,0.9684537205116492,0.526019083430225,859,828,0.9238814193852523,KAN2
MA1384.1,0.8977731645867959,0.10650178327012408,453,471,0.5851599272440875,PHL7
MA1385.2,0.9899712407030908,0.8350676475434406,965,910,1.0,AT2G40260
MA1386.3,1.0090029778207088,0.8968191036137902,495,458,1.0,HHO3
MA1387.2,0.9666350464198844,0.5640369683525315,613,592,0.9330331158728792,HRS1
MA1388.2,1.0206274329441831,0.7502082746517295,516,472,0.981220253557993,PHL2
MA1389.2,0.9355101414253753,0.3238794494429068,464,463,0.857663300107687,PHL1
MA1390.3,0.9897151553132572,0.8889624406516975,423,399,1.0,HHO2
MA1391.3,0.8992649355890221,0.20121408107407238,289,300,0.7129053812278009,MYB33
MA1392.3,1.0413134917274693,0.7211233218612305,203,182,0.9640150301504968,MYB98
MA1393.3,0.9248456787127622,0.43896384651768094,213,215,0.9053561594897231,MYB70
MA1394.3,1.216373018135419,0.03191207952955954,284,218,0.31631623853755525,MYB73
MA1396.2,0.9656393530616619,0.6522155044103418,361,349,0.9548974835667107,GATA6
MA1397.2,0.9874154736148356,0.8465729911425699,495,468,1.0,AT1G74840
MA1398.3,0.8717063570196578,0.11635683658629936,254,272,0.6194033105496237,KUA1
MA1400.2,1.0558754500229686,0.3645508060336325,622,550,0.8727123486522969,AT1G19000
MA1401.2,0.9883293581701398,0.8091328352638159,884,835,0.9979676925639887,RVE7
MA1402.1,0.999946996239667,1.0,4640,4332,1.0,BPC6
MA1403.1,0.9816952668628455,0.3641114014582707,5116,4864,0.8727123486522969,BPC5
MA1404.1,0.9946591391423756,0.7646278177230054,6780,6363,0.9854508966992043,BPC1
MA1405.2,0.7991826204275809,0.08087516622985334,119,139,0.5472706498522384,SIZF2
MA1406.2,1.0259108007405437,0.6376561722723936,767,698,0.9548974835667107,ATHB-4
MA1408.2,1.0508248406435408,0.6131461534144422,251,223,0.9548732385695337,FaEOBII
MA1409.2,0.9919153823277751,0.9614686269224215,221,208,1.0,OsRR22
MA1410.2,0.7812197337129956,0.05368497067547102,118,141,0.45568472832978313,StBRC1
MA1411.2,1.4166449527250689,0.0033897242164182733,176,116,0.07272499227951931,TSAR1
MA1412.2,1.1086488082974524,0.4899868788071617,114,96,0.9053561594897231,TSAR2
MA1415.2,1.037680663310521,0.4926180084289891,758,682,0.9053561594897231,REF6
MA1416.1,0.9882521294199343,0.683158727228885,2617,2472,0.9548974835667107,RAMOSA1
MA1417.2,0.9450503903655065,0.4805371059540968,328,324,0.9053561594897231,O2
MA1424.2,1.0259165939119612,0.8377423962266044,200,182,1.0,ERF019
MA1425.2,0.9653816877612117,0.7511601376107799,182,176,0.981220253557993,HYH
MA1426.2,1.0580583363103853,0.7910163099370793,68,60,0.9979676925639887,MYB124
MA1427.3,1.051282378926478,0.49487688378887407,411,365,0.9053561594897231,NAC028
MA1428.2,0.9439182117885737,0.5990730227238659,182,180,0.9488673380055862,TCP8
MA1430.2,1.2186275595805045,0.155690136325345,124,95,0.6762491810941367,TB1
MA1659.2,0.9917466789167547,0.9114376318726047,375,353,1.0,ABF4
MA1660.2,1.196938518875329,0.000273818335761307,933,728,0.017623943792636848,NAC013
MA1661.2,0.9017019908078178,0.09070761856890988,540,559,0.5734017316677517,GTL1
MA1662.2,0.860181715629043,0.05634435954349731,317,344,0.45852651214708157,AT3G10030
MA1663.3,1.0177543373986635,0.7997639165972362,520,477,0.9979676925639887,NAC050
MA1664.3,0.9501429033262895,0.41499399712506657,514,505,0.8983619007419013,HSFA6B
MA1665.3,0.8534133850800841,0.01140524900308438,491,537,0.1614983258836748,HSFB2A
MA1666.3,0.8513679790686058,0.010252444928414685,488,535,0.1583903443567691,HSFB2B
MA1667.3,1.0864767707294836,0.26566065549959916,391,336,0.8039954983580674,HSFC1
MA1669.2,1.107666861627799,0.41872800458308956,140,118,0.8983619007419013,DREB1B
MA1670.2,1.107666861627799,0.41872800458308956,140,118,0.8983619007419013,DREB1C
MA1671.2,0.8601904922243837,0.1583596214262643,176,191,0.6776196822550502,ERF118
MA1672.2,0.9128170923977978,0.18042696938803512,442,452,0.701521379667639,GBF2
MA1673.2,1.0967089383070994,0.32377205458004477,269,229,0.857663300107687,LBD18
MA1674.3,1.051282378926478,0.49487688378887407,411,365,0.9053561594897231,NAC017
MA1675.2,0.8824225651719855,0.22458616395789258,190,201,0.7571762099151808,NAC029
MA1676.3,1.0395936794614689,0.5422927363383836,569,511,0.9319011100183874,NAC062
MA1677.2,0.9770260040030216,0.654688674161908,831,794,0.9548974835667107,NAC078
MA1678.3,0.9376107276131044,0.24172279460504587,678,675,0.775688598413404,NTL8
MA1679.2,1.078958041596714,0.4930300846426008,193,167,0.9053561594897231,RAP2-1
MA1681.2,1.0150727597105544,0.8355935970407828,436,401,1.0,SRM1
MA1682.2,0.9913842997982607,0.7978119832641752,2022,1904,0.9979676925639887,TCX3
MA1685.2,0.9652531931305106,0.6980872422907722,274,265,0.9548974835667107,ARF10
MA1686.1,0.9940793112367953,1.0,115,108,1.0,ARF13
MA1687.1,0.880502091643525,0.44422265009938605,83,88,0.9053561594897231,ARF14
MA1688.2,0.9916193711806301,0.8878484391167458,649,611,1.0,ARF16
MA1689.2,1.0488363079683194,0.562169268251731,355,316,0.9330331158728792,ARF18
MA1690.2,0.9800435423541268,0.8220515696004667,253,241,0.9979676925639887,ARF25
MA1691.2,0.9564625842720182,0.6999884095637329,167,163,0.9548974835667107,ARF27
MA1692.2,0.9943341725534028,0.9573436675405109,180,169,1.0,ARF29
MA1693.2,0.9453663771792487,0.6535154505631888,160,158,0.9548974835667107,ARF34
MA1694.2,1.046372479632862,0.6939372443069283,167,149,0.9548974835667107,ARF35
MA1695.2,0.9464281236706182,0.6399801497014677,147,145,0.9548974835667107,ARF36
MA1696.2,0.9863092977547173,0.9164853925528929,187,177,1.0,ARF39
MA1697.2,0.9174266527690583,0.3752858794896897,228,232,0.8727123486522969,ARF4
MA1698.2,1.0678051002415396,0.552669164934671,183,160,0.9330331158728792,ARF7
MA1706.2,1.0174597583722633,0.8136868546947784,461,423,0.9979676925639887,AT1G14600
MA1732.1,0.9784087392840597,0.7632902881792347,458,437,0.9854508966992043,E2FD
MA1733.2,0.9932311719827756,0.965930230719763,283,266,1.0,ASR3
MA1734.1,1.102161339613999,0.1541320582950157,471,399,0.6762491810941367,AT1G19040
MA1735.2,0.9971928405831332,0.9619136195782259,909,851,1.0,AT2G38300
MA1737.2,1.0080870778869329,0.9620817779298223,230,213,1.0,AT5G05090
MA1738.1,0.9649901305304637,0.5638243319911971,552,534,0.9330331158728792,ATMYB31
MA1739.2,1.0349979962511149,0.704258920157069,296,267,0.9570351544552878,BHLH122
MA1740.2,1.0595347078736683,0.479450919542061,345,304,0.9053561594897231,BHLH49
MA1741.1,1.0078167630861103,0.9185950318939249,448,415,1.0,BRN2
MA1742.2,0.8253480685490715,0.09864608470434863,145,164,0.5756642005897787,BZIP18
MA1743.2,0.950109060872284,0.44491689720172023,458,450,0.9053561594897231,BZIP2
MA1744.2,0.9834513650374596,0.9029938175560757,138,131,1.0,BZIP30
MA1745.2,0.9880519565425835,0.8962018375909737,272,257,1.0,BZIP63
MA1746.1,1.0991416258915796,0.42420208612944843,166,141,0.9019071380770255,BZIP69
MA1747.2,0.988518611970614,0.8176542687305401,971,917,0.9979676925639887,DOF4.3
MA1749.1,0.8896310035514139,0.15861840020931406,284,298,0.6776196822550502,E2FC
MA1750.1,0.9784087392840597,0.7632902881792347,458,437,0.9854508966992043,E2FE
MA1751.2,0.9622641304919463,0.64013727361725,335,325,0.9548974835667107,EIL3
MA1752.2,1.0966136829222985,0.4683624344172247,148,126,0.9053561594897231,ERF025
MA1753.2,0.8605631367045099,0.021977397876794084,449,487,0.24312496401203457,ERF057
MA1754.2,0.7820408529340488,0.0045805060887626845,248,296,0.0926570945955423,ERF073
MA1756.2,1.2359204544245441,0.06595024255049406,184,139,0.49673161410372124,GRF9
MA1757.2,0.9934809584814028,0.8883796249072344,945,888,1.0,HDG7
MA1758.2,0.8352947439051639,0.005234165812836216,460,514,0.10293859431911223,HSFA1E
MA1759.2,0.9372547385734986,0.30967191697437135,498,496,0.8432604508379036,HSFA4A
MA1760.1,0.8219958046727838,0.006026912543801421,369,419,0.11532578597328125,HSFA6A
MA1761.2,0.9380259570093918,0.2660993435606817,618,615,0.8039954983580674,HSFB3
MA1762.2,1.0102539276829214,0.8915413249390771,448,414,1.0,MYB10
MA1764.2,1.0450176460789393,0.6277717361844486,272,243,0.9548974835667107,MYB116
MA1765.2,1.1014882842530513,0.2625740298984547,315,267,0.8039954983580674,MYB121
MA1766.2,1.0581072781335852,0.46056035718542077,391,345,0.9053561594897231,MYB17
MA1768.2,1.09785752126121,0.18642910559438558,448,381,0.701521379667639,MYB30
MA1769.2,0.9989203231145991,1.0,535,500,1.0,MYB39
MA1770.2,0.9376102806396955,0.33593729951447765,456,454,0.857663300107687,MYB40
MA1771.2,1.0552598157838122,0.5058805638339068,347,307,0.9160190260726495,MYB41
MA1772.2,0.992145517297188,0.9002069599182576,525,494,1.0,MYB43
MA1773.2,1.0022510901222754,1.0,467,435,1.0,MYB51
MA1774.2,1.0239450548201436,0.7566060434849944,442,403,0.9854508966992043,MYB60
MA1775.2,1.1364858208145379,0.12792761290805824,325,267,0.646948213849323,MYB61
MA1776.2,1.081933367127505,0.3465994014357504,321,277,0.857663300107687,MYB67
MA1777.2,1.0171203908064008,0.8312196124191144,414,380,1.0,MYB74
MA1778.2,0.9943086839552691,0.9310752265211077,622,584,1.0,MYB80
MA1779.2,0.9661750183110722,0.6114824976909004,444,429,0.9548732385695337,MYB83
MA1780.2,1.0009969347379746,1.0,193,180,1.0,MYB92
MA1781.2,1.0280674535757564,0.7345902814043797,370,336,0.9751138005980111,MYB94
MA1783.1,1.0736262341222484,0.17752669990290182,798,694,0.701521379667639,NAC005
MA1784.1,1.0852415021987734,0.16692945723707664,623,536,0.6952120924932368,NAC011
MA1785.2,0.8976118063078781,0.27619349709864194,200,208,0.8119327170544471,NAC018
MA1786.2,1.0502788962021092,0.8083831430470236,81,72,0.9979676925639887,NAC019
MA1787.2,1.0077387096052208,0.9621686059112866,231,214,1.0,NAC047
MA1788.1,1.0555226946709884,0.5106044686465099,355,314,0.9198675923708117,NAC054
MA1789.1,0.9602556443701535,0.5526659891039889,467,454,0.9330331158728792,NAC071
MA1790.1,1.0340660303756226,0.6122983980113383,525,474,0.9548732385695337,NAC073
MA1791.1,1.1450995294699715,0.028352377315806303,596,486,0.29960422596404274,NAC087
MA1792.1,1.208062344304966,0.009494961490451467,436,337,0.15633564500557298,NAC098
MA1794.2,1.1473548253410955,0.02361298170786705,607,494,0.2571998622949211,NLP7
MA1795.2,1.0401040632480985,0.7354671885866355,166,149,0.9751138005980111,RAP2-4
MA1796.1,0.9925322661050523,1.0,101,95,1.0,RAP2-7
MA1797.1,1.0321949639682695,0.6921171500567627,335,303,0.9548974835667107,RAV2
MA1800.1,1.0321949639682695,0.6921171500567627,335,303,0.9548974835667107,TEM1
MA1802.2,0.8320129882028316,0.017203221451780243,320,359,0.20643865742136291,TRP5
MA1803.2,0.9802406564971515,0.8758337107216199,189,180,1.0,VIP1
MA1805.2,1.206242686545681,0.10163562863520105,177,137,0.5756642005897787,WRKY53
MA1807.2,1.046149373604975,0.3036366439407926,1107,988,0.843038211412083,ZHD10
MA1808.2,0.9658358624942585,0.6652541733912036,329,318,0.9548974835667107,GLYMA-06G314400
MA1809.2,0.9582483519874452,0.6827567381659781,194,189,0.9548974835667107,GLYMA-07G038400
MA1810.2,1.0605517995246518,0.45151659899606345,376,331,0.9053561594897231,GLYMA-08G357600
MA1811.2,0.9658358624942585,0.6652541733912036,329,318,0.9548974835667107,GLYMA-13G317000
MA1812.2,0.9058952039576211,0.03606365366073856,891,918,0.3359614051553014,ASR1
MA1813.2,0.9623555878480518,0.5371048512625913,534,518,0.9291186563955205,EIL4
MA1814.2,1.0043800665725644,0.915339589223289,1660,1543,1.0,RIN
MA1815.2,0.7633802526517938,0.0032216495221724225,220,269,0.07261739707932097,GRF4
MA1817.2,0.78719634848275,0.01857204524656325,183,217,0.2155575087633899,Zm00001d020267
MA1818.1,0.7226437832576178,0.001547139932296499,168,217,0.04341718665421965,Zm00001d052229
MA1819.2,0.8482499497561756,0.08566933715911555,209,230,0.5593900183357746,Zm00001d005892
MA1820.2,0.7921510493987347,0.021713826177221524,185,218,0.24312496401203457,Zm00001d024324
MA1821.2,0.7148626665139891,0.0015727667737386822,157,205,0.04341718665421965,Zm00001d020595
MA1822.2,0.9678824888709422,0.8100452369952154,141,136,0.9979676925639887,Zm00001d018571
MA1823.2,1.0032813182159364,0.9128794257486297,2793,2599,1.0,Zm00001d027846
MA1824.2,1.026976175676311,0.654393924648154,671,610,0.9548974835667107,Zm00001d005692
MA1827.2,0.955136574979412,0.6691282027024748,177,173,0.9548974835667107,Zm00001d044785
MA1828.2,0.9999591053972295,1.0,241,225,1.0,Zm00001d038683
MA1829.2,1.0009969347379746,1.0,193,180,1.0,Zm00001d035604
MA1830.2,0.9611498745600343,0.34975242556462605,1180,1146,0.8598080461797056,Zm00001d015407
MA1831.2,0.7694192615575401,0.002542571564915873,244,296,0.06000468893201461,Zm00001d031796
MA1832.2,0.7147709073961138,0.000998073642032532,170,222,0.04341718665421965,Zm00001d002364
MA1833.2,0.8284027433921004,0.05506912251862446,205,231,0.45568472832978313,Zm00001d049364
MA1834.2,0.9869086601558729,0.9004433813698174,296,280,1.0,Zm00001d034298
MA1835.2,0.9388178266102801,0.5594074666763587,178,177,0.9330331158728792,TFLG2-Zm00001d042777
MA2005.2,1.1426561966887554,0.10661812233684645,339,277,0.5851599272440875,NAC016
MA2006.2,1.1506132327005236,0.011100585226282662,743,603,0.16039212939200254,NAC020
MA2007.2,0.9868171937475309,0.8123857933800727,741,701,0.9979676925639887,MYB107
MA2008.2,1.0424462951055156,0.6784729807524928,249,223,0.9548974835667107,MYB99
MA2009.2,1.1986002541074292,0.000705477619728403,806,628,0.038421396520593024,NAC010
MA2010.2,0.9852555063180068,0.8733785845358433,324,307,1.0,SMB
MA2011.2,1.08384590556126,0.4393854621556809,202,174,0.9053561594897231,ERF010
MA2013.2,0.7686634037999388,0.0014828166410142105,266,323,0.04341718665421965,ERF115
MA2014.2,1.082530966998821,0.27228650489361184,429,370,0.8119327170544471,BAM8
MA2015.2,0.8617066673835745,0.20393421206458856,144,156,0.7129053812278009,NAC002
MA2016.2,1.2359204544245441,0.06595024255049406,184,139,0.49673161410372124,GRF6
MA2017.2,0.8786051748847646,0.2475484345079274,160,170,0.7824298733554134,JUB1
MA2018.2,0.9950599712628729,0.9696054677644028,356,334,1.0,NAC69
MA2019.2,0.9109821022931665,0.1841447254641519,405,415,0.701521379667639,HSFA1B
MA2020.2,0.9737577670091518,0.6562609818148646,581,557,0.9548974835667107,HSFB4
MA2021.2,1.0603966190424516,0.5102056902138732,276,243,0.9198675923708117,LBD13
MA2022.2,0.7461716448456452,0.0001293401243781929,311,389,0.013081829722822937,LOB
MA2023.2,1.0276001077073837,0.7449153399800198,317,288,0.981220253557993,PHL4
MA2024.2,1.072056193672854,0.3776962433265225,364,317,0.8727123486522969,MYB63
MA2025.2,0.9483170904038609,0.3343764070429751,703,692,0.857663300107687,MYB93
MA2026.2,1.0147702512550951,0.84235068390601,475,437,1.0,MYB108
MA2027.2,1.1351889867852902,0.16648117768351714,276,227,0.6952120924932368,MYB44
MA2028.2,1.0201955238165412,0.7671171492352074,483,442,0.9854508966992043,MYB49
MA2029.2,1.0221675774817935,0.8595656097788289,150,137,1.0,MYB88
MA2030.2,0.9263883480436611,0.3000982250758847,391,394,0.8393955246225534,MYB96
MA2031.2,0.8388420377875809,0.07600408299163189,195,217,0.5427470703855403,AT5G04760
MA2032.2,0.9615414251434717,0.5227936621621292,549,533,0.9238814193852523,TRB1
MA2033.2,1.097405979505805,0.10784647167931699,657,559,0.5873484765304341,NAC038
MA2034.2,1.051282378926478,0.49487688378887407,411,365,0.9053561594897231,NAC057
MA2035.2,1.0689857343313718,0.2564671799912336,632,552,0.7945680468174695,NAC075
MA2036.2,0.9852555063180068,0.8733785845358433,324,307,1.0,NAC076
MA2037.2,1.051282378926478,0.49487688378887407,411,365,0.9053561594897231,NAC096
MA2038.2,0.9903150758190541,0.9082211245400351,349,329,1.0,NAC103
MA2039.2,0.8491623656663181,0.053926711990330015,272,299,0.45568472832978313,ASIL2
MA2040.2,0.8095003225562963,0.008594020370498837,294,339,0.1473915745626754,ENAP2
MA2041.2,1.0080122582022273,0.9208304621339621,474,439,1.0,MYB13
MA2042.2,1.0143202531358282,0.8447635986199018,490,451,1.0,MYB58
MA2043.2,0.9770260040030216,0.654688674161908,831,794,0.9548974835667107,NAC004
MA2044.2,0.9852555063180068,0.8733785845358433,324,307,1.0,NAC007
MA2045.2,1.1117492536416218,0.06299205895813802,687,577,0.49553753047068577,NAC031
MA2046.2,0.8435583882198521,0.301139072392837,75,83,0.8393955246225534,NAC035
MA2047.2,0.9852555063180068,0.8733785845358433,324,307,1.0,NAC037
MA2048.2,0.8255540609684566,0.001438803081439156,521,589,0.04341718665421965,NAC045
MA2049.2,0.9770260040030216,0.654688674161908,831,794,0.9548974835667107,NAC053
MA2050.2,0.9852555063180068,0.8733785845358433,324,307,1.0,NAC101
MA2051.2,1.035792068691041,0.5873461470864866,517,466,0.9429502769551757,NAC68
MA2052.2,1.0563893611124104,0.2641892070258388,904,799,0.8039954983580674,ZAT6
MA2053.2,0.929110472418476,0.2872538403096051,424,426,0.8233834774866414,NAC105
MA2055.1,0.8908178075361134,0.325563540783394,146,153,0.857663300107687,PK00315.1
MA2057.1,1.0457490895475055,0.5273721909072857,429,383,0.9238814193852523,PK01630.1
MA2060.1,1.0431245288261217,0.5764827327173384,381,341,0.9367004837264522,PK05451.1
MA2061.1,1.0595347078736683,0.479450919542061,345,304,0.9053561594897231,PK06517.1
MA2064.1,1.0595347078736683,0.479450919542061,345,304,0.9053561594897231,PK07858.1
MA2065.1,0.8355898240074972,0.14476179673067088,128,143,0.6725101988042739,PK08602.1
MA2066.1,0.9114373306305003,0.4116115486181877,165,169,0.8939293755266163,PK09021.1
MA2067.1,1.07451175648817,0.33471629050557317,389,338,0.857663300107687,PK09702.1
MA2068.1,0.8707849975988616,0.12367246297135523,250,268,0.6381075621960945,PK10344.1
MA2071.1,1.0476651728369344,0.5336553671178486,395,352,0.9291186563955205,PK15505.1
MA2072.1,0.8590600377714557,0.1931871310646735,150,163,0.708686470434139,PK16335.1
MA2074.1,0.7934261633533584,0.015390119144547678,204,240,0.198112806442541,PK17878.1
MA2075.1,1.0418474011069614,0.5217090591745775,568,509,0.9238814193852523,PK18009.1
MA2076.1,1.0333329569771967,0.6794807295736127,373,337,0.9548974835667107,PK18401.1
MA2077.1,1.0457490895475055,0.5273721909072857,429,383,0.9238814193852523,PK18474.1
MA2078.1,0.7438570151790598,0.0014176908542861376,208,261,0.04341718665421965,PK19363.1
MA2079.1,1.030155743932598,0.8824673268787844,96,87,1.0,PK19717.1
MA2083.1,1.1254879980403418,0.20235898221702536,264,219,0.7129053812278009,PK21166.1
MA2086.1,1.010145388166414,0.9147517455058236,409,378,1.0,PK23964.1
MA2087.1,1.0417460055617425,0.5372197080795014,501,449,0.9291186563955205,PK24205.1
MA2088.1,0.8306084712387449,0.1555995058290712,113,127,0.6762491810941367,PK24580.1
MA2089.1,1.206242686545681,0.10163562863520105,177,137,0.5756642005897787,PK25870.1
MA2091.1,0.9397305133825686,0.6051025460744381,152,151,0.9548732385695337,PK27109.1
MA2092.1,1.0074369433849384,0.9377671989794163,341,316,1.0,PK27149.1
MA2104.1,0.9591784638840666,0.30909674837175194,1230,1197,0.8432604508379036,IDD11
MA2106.1,0.8458432443366877,0.05535153479712055,251,277,0.45568472832978313,Zm00001d024644
MA2343.1,0.9277786987222314,0.5045467572154805,161,162,0.9159464207911799,MYB3R3
MA2344.1,0.9848755651869133,0.6581655010622056,1783,1690,0.9548974835667107,REV
MA2348.1,1.0204388329376188,0.5284914899025808,2117,1937,0.9238814193852523,IDD6
MA2349.1,1.0243809231097853,0.6638741480470505,711,648,0.9548974835667107,OsCCA1
MA2350.1,1.1767300604262063,0.12437689771618793,213,169,0.6381075621960945,OsFBH1
MA2351.1,1.0714296646457058,0.47976833275296615,241,210,0.9053561594897231,OsEIL3
MA2352.1,1.0946079363312726,0.29339326367392154,306,261,0.8319477868014117,PC-MYB1
MA2353.1,1.0214940652074536,0.7035439669780694,709,648,0.9570351544552878,PK02532.1
MA2354.1,1.076705647675499,0.5601984925261176,158,137,0.9330331158728792,PK06182.1
MA2357.1,0.8320129882028316,0.017203221451780243,320,359,0.20643865742136291,PK21687.1
MA2359.1,1.0101045141277554,0.9133740556308978,396,366,1.0,PK23829.1
MA2360.1,0.9422235043030597,0.5634162629578559,217,215,0.9330331158728792,PK28565.1
MA2362.1,0.9388503803447241,0.40611164740367245,352,350,0.8888863650654958,TEIL
MA2363.1,0.9212725691647093,0.6259589087733746,75,76,0.9548974835667107,TOE2
MA2364.1,0.9231631246248635,0.45930417730298423,178,180,0.9053561594897231,VIT_15s0048g01150
MA2365.1,1.3093434551295988,0.007027320469284208,244,174,0.12438357230633049,VIT_17s0000g10420
MA2367.1,0.9372350521895009,0.47626473365419214,253,252,0.9053561594897231,WIP5
MA2369.1,1.106898191624876,0.10049227248121806,588,496,0.5756642005897787,ZHD14
MA2371.1,0.9649901305304637,0.5638243319911971,552,534,0.9330331158728792,MYB31
MA2372.1,0.950109060872284,0.44491689720172023,458,450,0.9053561594897231,AZF1
MA2374.1,1.0826953077881947,0.048634937560089124,1360,1173,0.4285501013089337,AHL13
MA2375.1,0.9976137868994558,1.0,405,379,1.0,BMY2
MA2376.1,0.9826999442518219,0.9098105479732475,160,152,1.0,CAMTA5
MA2377.1,1.1468093263180978,0.25876819554192443,156,127,0.7965560106247065,cassava45561.m1
MA2380.1,0.9990114642090705,0.9851325456667375,1496,1398,1.0,DOF4.7
MA2384.1,0.9917466789167547,0.9114376318726047,375,353,1.0,estExt_Genewise1.C_2060077
MA2386.1,1.1670300750899174,0.22318974666590735,150,120,0.7560686154998201,estExt_gwp_gw1.C_550163
MA2387.1,0.8969216386901648,0.35560783414746466,147,153,0.8711776698145501,NAC094
MA2388.1,1.0382575731331394,0.626841880850858,377,339,0.9548974835667107,GATA1
MA2389.1,1.0705110160228126,0.3452065756279693,438,382,0.857663300107687,GBF1
MA2390.1,0.9777542852256833,0.8717983247217105,177,169,1.0,GLYMA19G26560
MA2391.1,0.8505237300744782,0.14504037520958707,164,180,0.6725101988042739,Lg3
MA2392.1,0.8103303772826009,0.08769195041795314,125,144,0.5644172808719164,GRMZM2G135447
MA2393.1,1.0804473976135192,0.6136544117925675,103,89,0.9548732385695337,PHYPA_008731
MA2395.1,1.1351216563448356,0.27885163055721696,169,139,0.8119327170544471,PHYPA_011264
MA2396.1,0.9733480870130021,0.5463314257782284,1026,984,0.9330331158728792,IDD1
MA2398.1,0.7531712120853457,0.00024618037843957105,301,373,0.017429570793521632,AS2
MA2399.1,0.8729584931007004,0.20449681290619706,173,185,0.7129053812278009,LjSGA_053525.1
MA2400.1,1.0130316533436685,0.919512359352975,204,188,1.0,LjTCP20
MA2401.1,1.028102734242982,0.6635827790267403,544,494,0.9548974835667107,Os05g0437700
MA2404.1,0.9733770602471687,0.7176653793749875,391,375,0.9640150301504968,OsTRBF3
MA2406.1,1.0595347078736683,0.479450919542061,345,304,0.9053561594897231,PK03576.1
MA2407.1,1.0352149909336046,0.6877326386971505,326,294,0.9548974835667107,PK24978.1
MA2408.1,1.438270340744917,0.09824533176444628,57,37,0.5756642005897787,BAD1
MA2409.1,1.1120183365784586,0.1417666536616761,424,356,0.6725101988042739,ZmbZIP25
MA2410.1,1.0751867381691138,0.38932893605296687,319,277,0.8855392520137562,ZmbZIP54
MA2411.1,0.9718490944970707,0.6497923925982879,558,536,0.9548974835667107,ZmbZIP57
MA2412.1,1.0714289554820322,0.36834388192184125,381,332,0.8727123486522969,ZmbZIP72
MA2413.1,1.0729396700592115,0.2914824893159751,493,429,0.8319477868014117,ZmbZIP96
MA2414.1,0.9942899699453354,1.0,131,123,1.0,EREB127
MA2415.1,0.7026373970299692,0.0020100448970342038,137,182,0.049072820244835044,EREB138
MA2416.1,0.8354699800197194,0.08072168831658069,179,200,0.5472706498522384,EREB29
MA2417.1,0.8637368710109377,0.296558123032682,99,107,0.8365065781160911,EREB71
MA2418.1,0.8437478432744671,0.1468539656399223,141,156,0.6725101988042739,IG1
MA2419.1,1.0105530165675907,0.8862793893740224,407,376,1.0,UB3
MA2420.1,0.9818856283295005,0.8267527616277075,386,367,0.9988753502259674,SBP6
MA2421.1,1.0261128450490935,0.7619842331725659,366,333,0.9854508966992043,SBP8
MA2422.1,1.0094526709207252,0.9342702948612982,306,283,1.0,OsbZIP42
MA2423.1,0.960819116433092,0.6309840751217456,317,308,0.9548974835667107,OsbZIP69
MA2424.1,0.9715248134266476,0.7441833938269296,307,295,0.981220253557993,OsbZIP77
MA2425.1,0.8360087971265533,0.3294237032861064,60,67,0.857663300107687,SPL11A
MA2426.1,0.9741570301202189,0.9328824312614493,72,69,1.0,SPL11B
MA2427.1,0.9470921732206934,0.7991448031432149,70,69,0.9979676925639887,SPL12B
MA2428.1,1.3758448993270997,0.14820939684813467,56,38,0.6726426472338419,SPL13B
MA2429.1,0.9335598506341789,0.7334877388595196,69,69,0.9751138005980111,SPL13D
MA2430.1,1.3027056820007263,0.20036139884953127,60,43,0.7129053812278009,SPL14B
MA2431.1,1.0002555530637682,1.0,75,70,1.0,SPL15A
MA2432.1,1.0000445573719763,1.0,677,632,1.0,SPL15B
MA2433.1,0.8938204286102125,0.46128230898232114,90,94,0.9053561594897231,SPL15D
MA2434.1,0.8192163534810045,0.18457784815926498,86,98,0.701521379667639,SPL16A
MA2435.1,0.933561063377619,0.7199540035967062,62,62,0.9640150301504968,SPL16D
MA2436.1,0.9488679934485221,0.7872282048332357,62,61,0.9970618408263523,SPL18A
MA2437.1,0.9716730079097291,0.9204690657063668,51,49,1.0,SPL19B
MA2438.1,0.7042071435489506,0.01592617464038608,86,114,0.1990075337277627,SPL1D
MA2439.1,1.0959456243695844,0.6894925716396536,54,46,0.9548974835667107,SPL2A
MA2440.1,0.9958092238102564,1.0,64,60,1.0,SPL2B
MA2441.1,0.8972900767552827,0.4814574902531046,99,103,0.9053561594897231,SPL3A
MA2442.1,0.8598431868890636,0.3638563520760336,70,76,0.8727123486522969,SPL3B
MA2443.1,1.1166436483014677,0.57201179675964,61,51,0.9367004837264522,SPL3D
MA2444.1,1.3114940190909297,0.1958011334265424,59,42,0.7124285665948732,SPL4A
MA2445.1,0.8465011017280666,0.22978296469591689,107,118,0.768422944847743,SPL4D
MA2446.1,1.2510300659730371,0.26686291259060146,67,50,0.8039954983580674,SPL5A
MA2447.1,0.830377022913228,0.09602635960077305,153,172,0.5756642005897787,SPL5B
MA2448.1,1.091820829962549,0.6587136869569428,69,59,0.9548974835667107,SPL5D
MA2449.1,0.8661692390417659,0.34184742093924814,90,97,0.857663300107687,SPL6A
MA2450.1,0.8503463403594607,0.2800354035972901,92,101,0.8119327170544471,SPL7A
MA2451.1,0.920408378608203,0.673655821639471,70,71,0.9548974835667107,SPL7B
MA2452.1,0.8250719390512486,0.03216775307161579,236,267,0.31631623853755525,SPL8A
MA2453.1,0.7970092036389139,0.013760036039878291,222,260,0.19102167678889861,SPL8B
